trade_num,session_date,direction,gross_price_pnl,tradingview_reported_commission,expected_tv_net_profit,tradingview_reported_profit,strategy_closedtrades_profit_net_of_commission,python_gross_pnl,python_entry_commission,python_exit_commission,python_total_commission,python_net_pnl,tv_profit_residual,python_vs_tv_net_residual,absolute_python_vs_tv_net_residual,rounding_tolerance,within_rounding_tolerance,root_cause
13,2026-05-12,long,-2.659999999999968,0.141,-2.800999999999968,-2.801,True,-2.669999999999959,0.07083600000000001,0.070569,0.141405,-2.8114049999999597,-3.197442310920451e-14,-0.010404999999959585,0.010404999999959585,0.021,True,reported_price_precision_and_commission_rounding
26,2026-06-08,long,4.8900000000001,0.144,4.7460000000001,4.746,True,4.879999999999882,0.071757,0.07224499999999999,0.144002,4.735997999999881,-9.947598300641403e-14,-0.010002000000119082,0.010002000000119082,0.021,True,reported_price_precision_and_commission_rounding
29,2026-06-12,short,-4.189999999999941,0.143,-4.332999999999941,-4.333,True,-4.199999999999932,0.071469,0.07188900000000001,0.143358,-4.343357999999932,-5.950795411990839e-14,-0.0103579999999317,0.0103579999999317,0.021,True,reported_price_precision_and_commission_rounding
34,2026-06-24,long,-4.330000000000041,0.143,-4.473000000000041,-4.473,True,-4.345000000000027,0.0716505,0.071216,0.1428665,-4.487866500000028,4.085620730620576e-14,-0.014866500000028537,0.014866500000028537,0.021,True,reported_price_precision_and_commission_rounding
37,2026-06-30,short,-2.5799999999999272,0.146,-2.725999999999927,-2.726,True,-2.599999999999909,0.07304600000000001,0.073306,0.146352,-2.746351999999909,-7.283063041541027e-14,-0.020351999999908887,0.020351999999908887,0.021,True,trade_37_price_precision_boundary_plus_commission_rounding
