scope,horizon,primary_horizon,events_total,events_available,availability_rate,gross_mean,gross_median,gross_win_rate,incremental_mean,incremental_median,incremental_win_rate,net_baseline_mean,net_baseline_median,net_stress_mean,MFE_mean,MFE_median,MAE_mean,MAE_median
pooled_primary,30min,True,3,3,1.0,0.000202060505613925,0.0007439158312372296,0.6666666666666666,0.0003746184127362379,0.0010021374537267347,0.6666666666666666,-6.170421846767706e-05,0.0004730667044527172,-0.0003254689425492791,0.0024024966912713865,0.003081937015126268,-0.0036494596684707816,-0.0024746833382175426
