symbol,horizon,events_total,events_available,availability_rate,gross_mean,gross_median,gross_win_rate,incremental_mean,incremental_median,incremental_win_rate,net_baseline_mean,net_baseline_median,net_stress_mean,MFE_mean,MFE_median,MAE_mean,MAE_median,primary_horizon
QQQ,15min,3,3,1.0,-0.0013628631026014009,-0.002117263843648187,0.3333333333333333,-0.0010645385843699611,-0.0019450427520408744,0.3333333333333333,-0.001626627826683003,-0.0023825486486098325,-0.0018903925507646052,0.0007455923614557344,0.00030791263640161937,-0.002716332266701982,-0.0024746833382175426,False
QQQ,30min,3,3,1.0,0.000202060505613925,0.0007439158312372296,0.6666666666666666,0.0003746184127362379,0.0010021374537267347,0.6666666666666666,-6.170421846767706e-05,0.0004730667044527172,-0.0003254689425492791,0.0024024966912713865,0.003081937015126268,-0.0036494596684707816,-0.0024746833382175426,True
QQQ,60min,3,3,1.0,0.0013980631650582314,0.0013728630732521285,0.6666666666666666,0.0016796955569240081,0.0014199475826887646,0.6666666666666666,0.0011342984409766293,0.0011075782682904833,0.0008705337168950271,0.002733125949599069,0.003932492216942585,-0.0036494596684707816,-0.0024746833382175426,False
QQQ,session_close,3,3,1.0,0.00010100126299021166,-0.0024746833382175426,0.3333333333333333,0.0008134962971297777,-0.0015578372463790156,0.3333333333333333,-0.00016276346109139056,-0.002739968143179188,-0.00042652818517299247,0.00532742111608268,0.005171044774160638,-0.006843693037438629,-0.005455382762407535,False
