event_id,hypothesis_id,symbol,session_date,direction_orientation,drive_start_timestamp,drive_end_timestamp,drive_open,drive_close,drive_displacement,atr20,normalized_drive,frozen_drive_extreme,drive_excursion,pullback_start_timestamp,pullback_end_timestamp,pullback_depth,pullback_depth_ratio,confirmation_timestamp,executable_timestamp,executable_price,vwap_descriptive,rvol_descriptive,event_status,exclusion_reason
QQQ-2022-03-28,HYP-DRIVE-PB-01,QQQ,2022-03-28,continuation_long,2022-03-28T13:30:00+00:00,2022-03-28T09:45:00-04:00,359.34,361.84,2.5,9.262735000000006,0.26989868543146256,362.51,3.170000000000016,2022-03-28T13:45:00+00:00,2022-03-28T09:55:00-04:00,1.329999999999984,0.419558359621444,2022-03-28T09:55:00-04:00,2022-03-28T10:00:00-04:00,362.58,361.33182124913554,0.9877181434860107,accepted,
QQQ-2022-06-21,HYP-DRIVE-PB-01,QQQ,2022-06-21,continuation_long,2022-06-21T13:30:00+00:00,2022-06-21T09:45:00-04:00,278.75,281.221,2.4710000000000036,9.367645000000005,0.26378027775390744,281.65,2.8999999999999773,2022-06-21T13:45:00+00:00,2022-06-21T09:55:00-04:00,1.089999999999975,0.37586206896551155,2022-06-21T09:55:00-04:00,2022-06-21T10:00:00-04:00,282.29,280.40987372336406,0.9449757557852063,accepted,
QQQ-2023-03-28,HYP-DRIVE-PB-01,QQQ,2023-03-28,continuation_short,2023-03-28T13:30:00+00:00,2023-03-28T09:45:00-04:00,308.17,306.29,-1.8799999999999955,6.110705000000005,-0.30765680882974944,305.94,2.230000000000018,2023-03-28T13:45:00+00:00,2023-03-28T10:00:00-04:00,0.9200000000000159,0.41255605381166294,2023-03-28T10:00:00-04:00,2023-03-28T10:05:00-04:00,306.35,306.70137275094487,1.1435534352556131,accepted,
