symbol,hypothesis_id,session_date,timestamp,diagnostic,sweep_depth_ticks,scenario,equity_before_session,direction,actual_quantity
SPY,HYP-FCR-03,2022-12-05,2022-12-05T15:45:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,995.7139933800047,,
SPY,HYP-FCR-03,2023-01-10,2023-01-10T15:25:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.49999999999954525,baseline,985.9894143800052,,
SPY,HYP-FCR-03,2023-01-19,2023-01-19T17:15:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.9599999999977626,baseline,982.9792843800052,,
SPY,HYP-FCR-03,2023-02-10,2023-02-10T16:30:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,993.6150806200053,,
SPY,HYP-FCR-03,2023-02-22,2023-02-22T17:15:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.8000000000038199,baseline,990.7695716200052,,
SPY,HYP-FCR-03,2023-02-24,2023-02-24T15:10:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,987.4692736200053,,
SPY,HYP-FCR-03,2023-04-06,2023-04-06T15:00:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,991.8564934200064,,
SPY,HYP-FCR-03,2023-04-24,2023-04-24T14:25:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.6399999999985084,baseline,987.0133431600066,,
SPY,HYP-FCR-03,2023-04-24,2023-04-24T17:50:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,987.0133431600066,,
SPY,HYP-FCR-03,2023-05-11,2023-05-11T14:30:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,974.4111551600074,,
SPY,HYP-FCR-03,2023-05-19,2023-05-19T14:35:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,973.4675661600074,,
SPY,HYP-FCR-03,2023-06-01,2023-06-01T14:05:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.4700000000013915,baseline,966.3262231600077,,
SPY,HYP-FCR-03,2023-06-09,2023-06-09T15:00:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,969.3955911400076,,
SPY,HYP-FCR-03,2023-06-14,2023-06-14T17:10:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,970.5766291400079,,
SPY,HYP-FCR-03,2023-07-03,2023-07-03T14:25:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,965.2294294000083,,
SPY,HYP-FCR-03,2023-07-03,2023-07-03T15:20:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.49999999999954525,baseline,965.2294294000083,,
SPY,HYP-FCR-03,2023-07-13,2023-07-13T15:05:00+00:00,high_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,971.5356879200083,,
SPY,HYP-FCR-03,2023-07-31,2023-07-31T16:55:00+00:00,low_exact_or_subtick_touch_rejected_by_strict_sweep,0.0,baseline,969.6754209800084,,
