hypothesis_id,symbol,session_date,sweep_timestamp,confirmation_timestamp,executable_timestamp,direction_orientation,swept_side,year,executable_timestamp_hour_bucket,horizon,executable_price_reference,event_return,future_close,maximum_favorable_excursion,maximum_adverse_excursion,bars_in_path,baseline_cost_return,stress_cost_return,event_return_after_baseline_cost,event_return_after_stress_cost,unconditional_return,unconditional_sample_count,incremental_return
HYP-OR-CONT-EVENT-01,QQQ,2022-01-05,2022-01-05T17:30:00+00:00,2022-01-05T17:50:00+00:00,2022-01-05T17:50:00+00:00,continuation_short,low,2022,12:00,session_close,391.47,0.018698750862135127,384.15,0.01937348644637149,0.003994504376144903,38,0.00025108948322987714,0.0005021789664597543,0.01844766137890525,0.018196571895675372,-0.6639347574299753,3012,0.6826335082921104
HYP-OR-CONT-EVENT-01,QQQ,2022-01-06,2022-01-06T15:00:00+00:00,2022-01-06T15:20:00+00:00,2022-01-06T15:20:00+00:00,continuation_short,low,2022,10:00,30min,382.19,-0.008163478897930343,385.31,0.001047696377589613,0.010267897605883536,7,0.00025232999293545096,0.0005046599858709019,-0.008415808890865795,-0.008668138883801245,6.854725940864175e-05,3012,-0.008232026157338986
HYP-OR-CONT-EVENT-01,QQQ,2022-01-06,2022-01-06T15:00:00+00:00,2022-01-06T15:20:00+00:00,2022-01-06T15:20:00+00:00,continuation_short,low,2022,10:00,15min,382.19,-0.00818938224443344,385.3199,0.001047696377589613,0.009382856846634313,4,0.00025232999293545096,0.0005046599858709019,-0.008441712237368892,-0.008694042230304342,4.075772565520843e-05,3012,-0.00823013997008865
HYP-OR-CONT-EVENT-01,QQQ,2022-01-06,2022-01-06T15:00:00+00:00,2022-01-06T15:20:00+00:00,2022-01-06T15:20:00+00:00,continuation_short,low,2022,10:00,60min,382.19,-0.010335173604751446,386.14,0.001047696377589613,0.013321285658964843,13,0.00025232999293545096,0.0005046599858709019,-0.010587503597686898,-0.010839833590622348,4.633988252025494e-05,3012,-0.0103815134872717
HYP-OR-CONT-EVENT-01,QQQ,2022-01-06,2022-01-06T15:00:00+00:00,2022-01-06T15:20:00+00:00,2022-01-06T15:20:00+00:00,continuation_short,low,2022,10:00,session_close,382.19,-0.004814359350061359,384.03,0.001047696377589613,0.013321285658964843,68,0.00025232999293545096,0.0005046599858709019,-0.00506668934299681,-0.005319019335932261,-0.6632079556976866,3012,0.6583935963476253
HYP-OR-CONT-EVENT-01,QQQ,2022-01-07,2022-01-07T15:35:00+00:00,2022-01-07T15:55:00+00:00,2022-01-07T15:55:00+00:00,continuation_short,low,2022,10:00,30min,378.65,-0.004885778423346254,380.5,0.0009516508498770282,0.005201902109660317,7,0.0002528192261983362,0.0005056384523966724,-0.005138597649544591,-0.0053914168757429265,6.854725940864175e-05,3012,-0.004954325682754896
HYP-OR-CONT-EVENT-01,QQQ,2022-01-07,2022-01-07T15:35:00+00:00,2022-01-07T15:55:00+00:00,2022-01-07T15:55:00+00:00,continuation_short,low,2022,10:00,15min,378.65,-0.002429684405123478,379.57,0.0009516508498770282,0.003539520256845563,4,0.0002528192261983362,0.0005056384523966724,-0.002682503631321814,-0.00293532285752015,4.075772565520843e-05,3012,-0.0024704421307786863
HYP-OR-CONT-EVENT-01,QQQ,2022-01-07,2022-01-07T15:35:00+00:00,2022-01-07T15:55:00+00:00,2022-01-07T15:55:00+00:00,continuation_short,low,2022,10:00,60min,378.65,-0.00702495708437878,381.31,0.0009516508498770282,0.008743684389643791,13,0.0002528192261983362,0.0005056384523966724,-0.007277776310577117,-0.007530595536775452,4.633988252025494e-05,3012,-0.007071296966899035
HYP-OR-CONT-EVENT-01,QQQ,2022-01-07,2022-01-07T15:35:00+00:00,2022-01-07T15:55:00+00:00,2022-01-07T15:55:00+00:00,continuation_short,low,2022,10:00,session_close,378.65,-0.003063515119503535,379.81,0.0009516508498770282,0.008743684389643791,61,0.0002528192261983362,0.0005056384523966724,-0.003316334345701871,-0.003569153571900207,-0.6632079556976866,3012,0.6601444405781831
HYP-OR-CONT-EVENT-01,QQQ,2022-01-10,2022-01-10T15:00:00+00:00,2022-01-10T15:20:00+00:00,2022-01-10T15:20:00+00:00,continuation_short,low,2022,10:00,30min,370.43,0.00040493480549641525,370.28,0.0030326825701985083,0.003041231564215763,7,0.0002539913073995087,0.0005079826147990174,0.00015094349809690656,-0.00010304780930260214,6.854725940864175e-05,3012,0.0003363875460877735
HYP-OR-CONT-EVENT-01,QQQ,2022-01-10,2022-01-10T15:00:00+00:00,2022-01-10T15:20:00+00:00,2022-01-10T15:20:00+00:00,continuation_short,low,2022,10:00,15min,370.43,0.001052830494290391,370.04,0.0015682033256725347,0.003041231564215763,4,0.0002539913073995087,0.0005079826147990174,0.0007988391868908823,0.0005448478794913736,4.075772565520843e-05,3012,0.0010120727686351826
HYP-OR-CONT-EVENT-01,QQQ,2022-01-10,2022-01-10T15:00:00+00:00,2022-01-10T15:20:00+00:00,2022-01-10T15:20:00+00:00,continuation_short,low,2022,10:00,60min,370.43,-0.006928164565504824,372.9964,0.0030326825701985083,0.007313236448805993,13,0.0002539913073995087,0.0005079826147990174,-0.007182155872904333,-0.007436147180303842,4.633988252025494e-05,3012,-0.006974504448025079
