year,count,session_count,mean,median,directional_win_rate,mean_mfe,mean_mae,mean_unconditional_return,mean_incremental_return,mean_baseline_cost_return,mean_stress_cost_return,bootstrap_ci_low,bootstrap_ci_high,bootstrap_grouped_by,bootstrap_seed
2022,1975,249,0.00027940121789923693,0.0002133293214983123,0.5225316455696203,0.0046177763259504755,1.1740268266075064e-05,-0.0015622416021335763,0.001841642820032813,0.0002571367447260105,0.000514273489452021,-0.00033245835078529214,0.0008773571955762392,session_date,17
2023,1984,250,0.00013650305566126117,0.00028549687084966635,0.5443548387096774,0.0028052671929126136,-0.00013824998326520706,0.005725473325756615,-0.005588970270095353,0.00025276887997942814,0.0005055377599588563,-0.00017588838297946237,0.0004860847103969222,session_date,17
2024,2008,252,0.00020640332224053435,0.00018226524178954762,0.5348605577689243,0.0025568170900311248,-0.0001293415300868561,0.0018503976812898743,-0.00164399435904934,0.00024016734758487292,0.00048033469516974584,-0.00012114331263297969,0.0005201126599461198,session_date,17
