symbol,count,event_count,available_count,session_count,mean_reversal_return,median_reversal_return,std_reversal_return,favorable_percentage,mean_continuation_return,median_continuation_return,mean_mfe,median_mfe,mean_mae,median_mae,bootstrap_reversal_mean_ci_low,bootstrap_reversal_mean_ci_high,bootstrap_grouped_by,bootstrap_seed
QQQ,20825,20825,20513,753,-0.00015487785144143205,-0.0001252443799708,0.005335664343722186,0.47745332228343,0.00015487785144143205,0.0001252443799708,0.003091538709274401,0.0016780283167276,-0.000115322511506203,2.387584560281653e-06,-0.00029307616430421826,-8.499830264499294e-06,session_date,17
SPY,21665,21665,21299,752,-0.0001139131903708138,-6.345122824502614e-05,0.004044258770286588,0.4832621249823935,0.0001139131903708138,6.345122824502614e-05,0.0022530840647290882,0.0011907376229167,-9.907500321577665e-05,3.5566304483314326e-05,-0.00021145992553940374,-9.601357074146865e-06,session_date,17
