event_type,horizon,symbol,orientation,year,count,event_count,available_count,session_count,mean_reversal_return,median_reversal_return,std_reversal_return,favorable_percentage,mean_continuation_return,median_continuation_return,mean_mfe,median_mfe,mean_mae,median_mae,bootstrap_reversal_mean_ci_low,bootstrap_reversal_mean_ci_high,bootstrap_grouped_by,bootstrap_seed
EVENT-01,session_close,SPY,long_reversal,2022,185,185,185,185,-0.00037213594718991494,-0.0006312467122567833,0.011189939640660469,0.4540540540540541,0.00037213594718991494,0.0006312467122567833,0.0077237967841147295,0.0058905723444477864,-0.008033782712948035,-0.005734040492105019,-0.0020277642725038464,0.0012553033226875095,session_date,17
EVENT-01,session_close,SPY,long_reversal,2023,181,181,179,181,0.00026653328253978384,0.0004370428301974094,0.006205166569726033,0.5642458100558659,-0.00026653328253978384,-0.0004370428301974094,0.004462076661613473,0.0036684113989173817,-0.0044940924674786555,-0.0033753936071404533,-0.0006630343115547826,0.001116251129137606,session_date,17
EVENT-01,session_close,SPY,long_reversal,2024,184,184,184,184,-0.00010465121231368383,0.0002276690584619434,0.005493353059974404,0.5271739130434783,0.00010465121231368383,-0.0002276690584619434,0.0035513170610163122,0.00266446788998953,-0.0042886747707405835,-0.003072592807612462,-0.000967774660060605,0.000666597048192002,session_date,17
EVENT-02,15min,QQQ,long_reversal,2022,178,178,176,178,0.0002145791630022595,0.00036066965148617847,0.003209240552022287,0.5227272727272727,-0.0002145791630022595,-0.00036066965148617847,0.002648271957175745,0.00214395157085967,-0.0025230550165346683,-0.0021719584809590797,-0.00026208505064073977,0.0006866541559680083,session_date,17
EVENT-02,15min,QQQ,long_reversal,2023,169,169,167,169,6.894809221224764e-05,0.00014315079684945609,0.0022421876617303984,0.5389221556886228,-6.894809221224764e-05,-0.00014315079684945609,0.0016855470743884424,0.0012323027630967154,-0.001730404173636791,-0.0014525031470901117,-0.00026941033131521044,0.0004215599854085193,session_date,17
EVENT-02,15min,QQQ,long_reversal,2024,168,168,166,168,1.6536582016650463e-05,0.00021287379007861595,0.0020081721963830365,0.536144578313253,-1.6536582016650463e-05,-0.00021287379007861595,0.001532838084639047,0.0012925393599350077,-0.0017167682272249067,-0.0013337539539664545,-0.0003219437741397208,0.00032994852636940314,session_date,17
EVENT-02,15min,SPY,long_reversal,2022,185,185,184,185,-1.3108011929186706e-05,-0.00019391877196905938,0.00256344069750063,0.4673913043478261,1.3108011929186706e-05,0.00019391877196905938,0.0019212704580925653,0.0015576873767867427,-0.0019485413927311911,-0.0016866293703005075,-0.0003791659395310833,0.0003525861238932925,session_date,17
EVENT-02,15min,SPY,long_reversal,2023,180,180,177,180,8.735441358465423e-05,0.0001121252214473234,0.0015577675852592515,0.5310734463276836,-8.735441358465423e-05,-0.0001121252214473234,0.0012402375190364936,0.0009733453129678882,-0.0012328365827329265,-0.0008729292488297569,-0.00013540535054557765,0.0003135882462448898,session_date,17
EVENT-02,15min,SPY,long_reversal,2024,183,183,182,183,-3.955797334321209e-05,0.00014511122324345482,0.001344042216108339,0.554945054945055,3.955797334321209e-05,-0.00014511122324345482,0.0009511381235741488,0.0007462819171141222,-0.001124475159082774,-0.000798656952308574,-0.0002333720627508132,0.00015324493731927731,session_date,17
EVENT-02,30min,QQQ,long_reversal,2022,178,178,176,178,-4.985130708351178e-05,-9.667163485926888e-05,0.004698520489108908,0.48295454545454547,4.985130708351178e-05,9.667163485926888e-05,0.0037018071458557998,0.002911677839336768,-0.0035039022597333947,-0.0027502052719728387,-0.0008011549322585399,0.00065214763608027,session_date,17
EVENT-02,30min,QQQ,long_reversal,2023,169,169,165,169,-3.0974835779196467e-05,5.4561326931379384e-05,0.0030036120278253923,0.509090909090909,3.0974835779196467e-05,-5.4561326931379384e-05,0.0023425569881569464,0.0017082867436948312,-0.0023134062784915693,-0.001886637683537029,-0.0005035390587042875,0.0004484705211414158,session_date,17
EVENT-02,30min,QQQ,long_reversal,2024,168,168,166,168,-0.00013932966568761275,1.4823575106903686e-05,0.002909437206291951,0.5,0.00013932966568761275,-1.4823575106903686e-05,0.0020455008220736353,0.0016015170114318522,-0.002398024210463144,-0.0018822613671641286,-0.0006176180295478899,0.0002614535391561733,session_date,17
