event_type,horizon,symbol,orientation,year,mean_reversal_return,economic_threshold_applicable,economic_threshold_passed,reason
EVENT-08,30min,SPY,short_reversal,2024,-0.00029201144168348157,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,5min,QQQ,short_reversal,2022,-0.0003066585622698375,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,5min,QQQ,short_reversal,2023,-6.922612234862981e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,5min,QQQ,short_reversal,2024,-0.00013934281472900663,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,5min,SPY,short_reversal,2022,-0.0001961089787856129,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,5min,SPY,short_reversal,2023,-2.5783058094497736e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,5min,SPY,short_reversal,2024,-6.394121416959249e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,60min,QQQ,short_reversal,2022,-0.0006193115349623958,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,60min,QQQ,short_reversal,2023,-0.0005813554310189521,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,60min,QQQ,short_reversal,2024,-0.0007322164973730332,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,60min,SPY,short_reversal,2022,-0.0006570521228506453,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,60min,SPY,short_reversal,2023,-0.00018289082673185228,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,60min,SPY,short_reversal,2024,-0.00032849871986947695,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,session_close,QQQ,short_reversal,2022,-0.001164908387580198,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,session_close,QQQ,short_reversal,2023,-0.0013804865340315098,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,session_close,QQQ,short_reversal,2024,-0.0006917144997911775,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,session_close,SPY,short_reversal,2022,-0.0011231184555678926,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,session_close,SPY,short_reversal,2023,-0.0006819376363711562,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-08,session_close,SPY,short_reversal,2024,-0.00018963883936470947,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,15min,QQQ,long_reversal,2022,0.00040821110030018457,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,15min,QQQ,long_reversal,2023,0.0002879492419909549,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,15min,QQQ,long_reversal,2024,0.00013973764923776936,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,15min,SPY,long_reversal,2022,0.000127273801203077,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,15min,SPY,long_reversal,2023,-0.00010343814195118428,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,15min,SPY,long_reversal,2024,0.00013954266513492073,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,30min,QQQ,long_reversal,2022,-0.00012431602801857606,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,30min,QQQ,long_reversal,2023,0.00025140043967332296,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,30min,QQQ,long_reversal,2024,0.0003389662400799481,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,30min,SPY,long_reversal,2022,-0.00015404102049832518,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,30min,SPY,long_reversal,2023,-0.0003378022681515864,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,30min,SPY,long_reversal,2024,0.00025103894619983607,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,5min,QQQ,long_reversal,2022,8.610192767262384e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,5min,QQQ,long_reversal,2023,0.00018296341274879198,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,5min,QQQ,long_reversal,2024,7.957949261440851e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,5min,SPY,long_reversal,2022,-3.3446612813243385e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,5min,SPY,long_reversal,2023,-0.00011176617099802253,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,5min,SPY,long_reversal,2024,-2.148271444678008e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,60min,QQQ,long_reversal,2022,-0.0008517199927252175,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,60min,QQQ,long_reversal,2023,0.0002734420593318063,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,60min,QQQ,long_reversal,2024,0.0005805866096675914,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,60min,SPY,long_reversal,2022,-0.0001698205535809695,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,60min,SPY,long_reversal,2023,-0.0002155707943819216,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,60min,SPY,long_reversal,2024,0.0004042991796319787,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,session_close,QQQ,long_reversal,2022,-0.00025768137906967696,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,session_close,QQQ,long_reversal,2023,0.0018253212955139874,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,session_close,QQQ,long_reversal,2024,0.0011004034150445263,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,session_close,SPY,long_reversal,2022,0.0016001532210707268,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,session_close,SPY,long_reversal,2023,0.00014468940478956044,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-09,session_close,SPY,long_reversal,2024,0.0005149325517974221,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,15min,QQQ,short_reversal,2022,0.0004721762575659468,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,15min,QQQ,short_reversal,2023,-9.554993715760185e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,15min,QQQ,short_reversal,2024,6.0668433565136066e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,15min,SPY,short_reversal,2022,-0.00035037360389229285,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,15min,SPY,short_reversal,2023,-0.00020423370589924914,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,15min,SPY,short_reversal,2024,-4.3502613399731485e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,30min,QQQ,short_reversal,2022,0.0007955799532652567,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,30min,QQQ,short_reversal,2023,0.00030782965677169163,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,30min,QQQ,short_reversal,2024,0.00017077415831225247,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,30min,SPY,short_reversal,2022,-0.00022271232175419769,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,30min,SPY,short_reversal,2023,-0.00016404240748365124,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,30min,SPY,short_reversal,2024,7.24674961806289e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,5min,QQQ,short_reversal,2022,0.00021944756319113522,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,5min,QQQ,short_reversal,2023,-3.292742082197306e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,5min,QQQ,short_reversal,2024,9.723873722998194e-06,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,5min,SPY,short_reversal,2022,-5.6244725541458245e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,5min,SPY,short_reversal,2023,-0.00017943696765674482,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,5min,SPY,short_reversal,2024,8.624968640085535e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,60min,QQQ,short_reversal,2022,0.00046458821740867536,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,60min,QQQ,short_reversal,2023,0.00025333301578637016,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,60min,QQQ,short_reversal,2024,0.0008087295217054531,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,60min,SPY,short_reversal,2022,-0.0005930274618515168,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,60min,SPY,short_reversal,2023,-9.311942202608163e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,60min,SPY,short_reversal,2024,-3.411015226586199e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,session_close,QQQ,short_reversal,2022,0.0008251171248180592,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,session_close,QQQ,short_reversal,2023,-0.0012064766895790707,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,session_close,QQQ,short_reversal,2024,0.0008730999610863554,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,session_close,SPY,short_reversal,2022,-7.929436894455491e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,session_close,SPY,short_reversal,2023,-2.5387622300715024e-05,False,False,non_strategy_event_study_no_pnl_no_cost_model
EVENT-10,session_close,SPY,short_reversal,2024,-0.000518173986670434,False,False,non_strategy_event_study_no_pnl_no_cost_model
