event_type,horizon,symbol,orientation,year,bootstrap_reversal_mean_ci_low,bootstrap_reversal_mean_ci_high,bootstrap_grouped_by,bootstrap_seed
EVENT-06,60min,QQQ,short_reversal,2022,-0.0011731700183884983,0.0009150610021454715,session_date,17
EVENT-06,60min,QQQ,short_reversal,2023,-0.0011140557342279856,0.00029812598441936324,session_date,17
EVENT-06,60min,QQQ,short_reversal,2024,-0.0008880950545328731,0.00015706043355205346,session_date,17
EVENT-06,60min,SPY,short_reversal,2022,-0.0010578640361449169,0.0007296350214038765,session_date,17
EVENT-06,60min,SPY,short_reversal,2023,-0.000470788467603772,0.0007922567718022629,session_date,17
EVENT-06,60min,SPY,short_reversal,2024,-0.00030946040185093296,0.00040566745149255836,session_date,17
EVENT-06,session_close,QQQ,short_reversal,2022,-0.0015883807151924063,0.0025327360418795014,session_date,17
EVENT-06,session_close,QQQ,short_reversal,2023,-0.0027674839501779036,-4.26443844447021e-05,session_date,17
EVENT-06,session_close,QQQ,short_reversal,2024,-0.0016258693894067046,0.0005854751823035193,session_date,17
EVENT-06,session_close,SPY,short_reversal,2022,-0.0022847653731262827,0.001374499091637176,session_date,17
EVENT-06,session_close,SPY,short_reversal,2023,-0.001653871460185488,0.00042702833151709766,session_date,17
EVENT-06,session_close,SPY,short_reversal,2024,-0.0013331942358769829,0.00023221693932847006,session_date,17
EVENT-07,15min,QQQ,long_reversal,2022,-0.0007004441390539575,0.00010690208124281635,session_date,17
EVENT-07,15min,QQQ,long_reversal,2023,-0.0006934299339305971,-5.834820526032557e-05,session_date,17
EVENT-07,15min,QQQ,long_reversal,2024,-0.0006530293477909325,-0.00011902410431004376,session_date,17
EVENT-07,15min,SPY,long_reversal,2022,-0.0008035765712997905,-0.00011360270119151864,session_date,17
EVENT-07,15min,SPY,long_reversal,2023,-0.00035873713092746037,6.544151742683303e-05,session_date,17
EVENT-07,15min,SPY,long_reversal,2024,-0.0004466135211863124,-0.00010359878977148429,session_date,17
EVENT-07,30min,QQQ,long_reversal,2022,-0.0012190865716089506,0.00013938402836548497,session_date,17
EVENT-07,30min,QQQ,long_reversal,2023,-0.0008109560022237067,4.348642676287918e-05,session_date,17
EVENT-07,30min,QQQ,long_reversal,2024,-0.0008342980070414663,-1.155009433048039e-05,session_date,17
EVENT-07,30min,SPY,long_reversal,2022,-0.0010699983488479717,-0.0001442323072120651,session_date,17
EVENT-07,30min,SPY,long_reversal,2023,-0.000606393482345546,3.3795111426224676e-05,session_date,17
EVENT-07,30min,SPY,long_reversal,2024,-0.000701153043330531,-0.00014141946868397815,session_date,17
EVENT-07,5min,QQQ,long_reversal,2022,-0.0005846414007088131,2.195067467613106e-05,session_date,17
EVENT-07,5min,QQQ,long_reversal,2023,-0.00041594944189077813,-3.0076625193586494e-05,session_date,17
EVENT-07,5min,QQQ,long_reversal,2024,-0.000438668859781382,-2.2104662124783042e-05,session_date,17
EVENT-07,5min,SPY,long_reversal,2022,-0.00039675351026469575,3.454654955264276e-05,session_date,17
EVENT-07,5min,SPY,long_reversal,2023,-0.00026117418529036284,1.2432288232935589e-05,session_date,17
EVENT-07,5min,SPY,long_reversal,2024,-0.00023188220864982565,7.321338072446389e-07,session_date,17
EVENT-07,60min,QQQ,long_reversal,2022,-0.0011663633973382703,0.0006444183347432293,session_date,17
EVENT-07,60min,QQQ,long_reversal,2023,-0.0010726808786574663,9.712942619975165e-05,session_date,17
EVENT-07,60min,QQQ,long_reversal,2024,-0.0011438224264419187,0.00015909858426063563,session_date,17
EVENT-07,60min,SPY,long_reversal,2022,-0.0012899997245400484,5.440957343943442e-07,session_date,17
EVENT-07,60min,SPY,long_reversal,2023,-0.0008829485151730295,2.7948945658000207e-05,session_date,17
EVENT-07,60min,SPY,long_reversal,2024,-0.0008906382561511805,-6.135243958954824e-05,session_date,17
EVENT-07,session_close,QQQ,long_reversal,2022,-0.003517060192113788,0.0008160720737449208,session_date,17
EVENT-07,session_close,QQQ,long_reversal,2023,-0.0010492834677204035,0.0012037813235819769,session_date,17
EVENT-07,session_close,QQQ,long_reversal,2024,-0.0019360816173975743,0.00044355047136670947,session_date,17
EVENT-07,session_close,SPY,long_reversal,2022,-0.0030127670064902957,0.00012298488186018096,session_date,17
EVENT-07,session_close,SPY,long_reversal,2023,-0.000983574692710615,0.0009116337639198939,session_date,17
