symbol,session_date,direction,opening_high,opening_low,last_sweep_time,signal_time,signal_close,fvg_size,stop,target,intended_quantity,actual_quantity,entry_time,entry_price,exit_time,exit_price,exit_reason,gross_pnl,commission,slippage_cost,net_pnl,intended_R,realized_R,intended_risk,realized_risk,risk_percent_intended,risk_percent_realized,quantity_rejection_reason,hypothesis_id,scenario,equity_before,equity_after,fvg_size_ticks,atr_14,fvg_size_normalized_by_atr,bars_since_last_sweep,confirmation_offset_bars,sweep_depth_ticks,stop_distance,minutes_between_last_touch_and_confirmation,original_body_stop,structural_stop_distance_from_original,structural_segment_bars,year,entry_hour
QQQ,2022-07-22,long,308.55,305.46,2022-07-22T14:10:00+00:00,2022-07-22T14:15:00+00:00,306.293,0.4300000000000068,305.19,308.499,3,3,2022-07-22T14:20:00+00:00,306.325,2022-07-22T14:27:00+00:00,305.17,STOP_LOSS,-3.464999999999918,0.366897,0.15599999999989222,-3.831896999999918,-1.0471441523118437,-1.1580226654578083,5.033625244400039,3.309000000000026,0.005,0.003286895467318831,,HYP-FCR-04,stress,1006.7250488800078,1002.8931518800078,43.00000000000068,1.15938000000001,0.37088788835412295,1,1,25.99999999999909,1.1030000000000086,5.0,305.22,0.03000000000002956,2,2022,10
SPY,2022-07-22,long,400.18,397.91,2022-07-22T14:10:00+00:00,2022-07-22T14:15:00+00:00,398.83,0.4700000000000273,397.40000000000003,401.6899999999999,2,2,2022-07-22T14:20:00+00:00,398.87,2022-07-22T15:22:00+00:00,397.38000000000005,STOP_LOSS,-2.9799999999999045,0.3185,0.12000000000000455,-3.2984999999999047,-1.041958041958045,-1.1533216783216853,5.073711212200029,2.8599999999999,0.005,0.0028184497307640077,,HYP-FCR-04,stress,1014.7422424400058,1011.443742440006,47.00000000000273,1.0700000000000045,0.43925233644862177,1,1,50.0,1.42999999999995,5.0,397.44,0.03999999999996362,2,2022,10
SPY,2022-07-25,long,396.05,394.03,2022-07-25T14:35:00+00:00,2022-07-25T14:45:00+00:00,395.2489,0.4399999999999977,393.86,398.02669999999995,2,2,2022-07-25T14:50:00+00:00,395.26,2022-07-25T18:48:00+00:00,393.84000000000003,STOP_LOSS,-2.839999999999918,0.31564000000000003,0.06219999999996162,-3.1556399999999183,-1.0223918208654197,-1.1360213118294937,5.05721871220003,2.7777999999999565,0.005,0.002746371234942632,,HYP-FCR-04,stress,1011.443742440006,1008.288102440006,43.99999999999977,0.8272214285714361,0.5319011147472962,2,2,15.999999999996817,1.3888999999999783,10.0,394.29,0.4300000000000068,3,2022,10
QQQ,2022-07-25,long,302.5,300.364,2022-07-25T15:30:00+00:00,2022-07-25T15:35:00+00:00,300.7179,0.1500000000000341,300.33,301.4937,3,3,2022-07-25T15:40:00+00:00,300.74,2022-07-25T16:02:00+00:00,300.31,STOP_LOSS,-1.2900000000000205,0.36063000000000006,0.12630000000001473,-1.6506300000000205,-1.1085331270946241,-1.4184325857179791,5.014465759400039,1.1637000000000057,0.005,0.001160342951608107,,HYP-FCR-04,stress,1002.8931518800078,1001.2425218800079,15.00000000000341,0.69527857142858,0.21574086440177645,1,1,2.400000000000091,0.3879000000000019,5.0,299.79,0.5399999999999636,2,2022,11
SPY,2022-07-28,long,402.77,398.33,2022-07-28T14:25:00+00:00,2022-07-28T14:40:00+00:00,399.76,0.17000000000001592,398.14,403.0,2,2,2022-07-28T14:45:00+00:00,399.84999999999997,2022-07-28T15:24:00+00:00,402.98,TAKE_PROFIT,6.260000000000105,0.321132,0.2199999999999136,5.938868000000104,1.9320987654321256,1.832983950617311,5.0414405122000305,3.240000000000009,0.005,0.0032133672827829403,,HYP-FCR-04,stress,1008.288102440006,1014.2269704400061,17.00000000000159,1.030371428571438,0.16498904694563687,3,3,18.000000000000682,1.6200000000000045,15.0,398.75,0.6100000000000136,4,2022,10
QQQ,2022-07-28,long,307.69,302.87,2022-07-28T14:30:00+00:00,2022-07-28T14:50:00+00:00,305.06,0.5800000000000409,302.735,309.71,2,2,2022-07-28T14:55:00+00:00,305.07,2022-07-28T17:42:00+00:00,309.69,TAKE_PROFIT,9.240000000000009,0.245904,0.05999999999994543,8.99409600000001,1.9870967741935601,1.9342141935483985,5.006212609400039,4.649999999999977,0.005,0.004644229443300899,,HYP-FCR-04,stress,1001.2425218800079,1010.2366178800079,58.00000000000409,0.9699857142857208,0.5979469506178676,4,4,12.5,2.3249999999999886,20.0,303.88,1.1449999999999818,5,2022,10
QQQ,2022-07-29,short,313.36,309.931,2022-07-29T14:55:00+00:00,2022-07-29T15:00:00+00:00,312.31,0.6299999999999955,313.947,309.036,3,3,2022-07-29T15:05:00+00:00,312.29,2022-07-29T17:22:00+00:00,313.967,STOP_LOSS,-5.030999999999892,0.37575420000000004,0.11999999999989086,-5.4067541999998925,-1.0244349419669907,-1.1009477092241684,5.051183089400039,4.911000000000001,0.005,0.004861237370613021,,HYP-FCR-04,stress,1010.2366178800079,1004.829863680008,62.999999999999545,0.7606000000000067,0.8282934525374571,1,1,57.69999999999982,1.6370000000000005,5.0,314.01,0.06299999999998818,2,2022,11
SPY,2022-07-29,short,409.47,406.77,2022-07-29T15:05:00+00:00,2022-07-29T15:25:00+00:00,408.3,0.16669999999999163,409.51,405.88000000000005,2,2,2022-07-29T15:30:00+00:00,408.26,2022-07-29T15:43:00+00:00,409.53,STOP_LOSS,-2.5399999999999636,0.327116,0.12000000000000455,-2.867115999999964,-1.0495867768595069,-1.1847586776859556,5.07113485220003,2.419999999999959,0.005,0.0023860536847586304,,HYP-FCR-04,stress,1014.2269704400061,1011.3598544400061,16.669999999999163,0.6411642857142762,0.259995766629894,4,4,2.9999999999972715,1.2099999999999795,20.0,409.37,0.13999999999998636,5,2022,11
QQQ,2022-08-01,short,316.738,312.53,2022-08-01T14:15:00+00:00,2022-08-01T14:20:00+00:00,316.38,0.4800000000000182,317.63,313.88,3,3,2022-08-01T14:25:00+00:00,316.33000000000004,2022-08-01T14:46:00+00:00,317.65,STOP_LOSS,-3.959999999999809,0.380388,0.209999999999809,-4.340387999999809,-1.055999999999949,-1.157436799999949,5.02414931840004,3.75,0.005,0.003731975069158775,,HYP-FCR-04,stress,1004.829863680008,1000.4894756800081,48.00000000000182,1.1501454545454572,0.41733851844827435,1,1,88.2000000000005,1.25,5.0,317.59999999999997,0.03000000000002956,2,2022,10
SPY,2022-08-01,short,411.76,408.4,2022-08-01T14:15:00+00:00,2022-08-01T14:20:00+00:00,411.0707,0.9399999999999977,412.55,408.11209999999994,2,2,2022-08-01T14:25:00+00:00,411.04,2022-08-01T14:49:00+00:00,412.57,STOP_LOSS,-3.0599999999999454,0.329444,0.10139999999989868,-3.3894439999999455,-1.03427296694379,-1.1456242817548477,5.05679927220003,2.9586000000000467,0.005,0.0029253682425809113,,HYP-FCR-04,stress,1011.3598544400061,1007.9704104400062,93.99999999999977,1.021363636363648,0.9203382287494309,1,1,78.00000000000296,1.4793000000000234,5.0,412.46,0.09000000000003183,2,2022,10
